DieId,Pass,HBIN,SBIN,DieLocation
d811,0,HBIN_2,SBIN_PROBE_WEAR,"-51.90,-116.15"
d812,0,HBIN_2,SBIN_PROBE_WEAR,"-51.90,-111.85"
d813,0,HBIN_2,SBIN_PROBE_WEAR,"-51.90,-107.55"
d814,1,HBIN_1,SBIN_PASS,"-51.90,-103.25"
d815,1,HBIN_1,SBIN_PASS,"-51.90,-98.95"
d816,0,HBIN_2,SBIN_PROBE_WEAR,"-51.90,-94.65"
d817,1,HBIN_1,SBIN_PASS,"-51.90,-90.35"
d818,1,HBIN_1,SBIN_PASS,"-51.90,-86.05"
d819,0,HBIN_2,SBIN_OPEN_PAD,"-51.90,-81.75"
d820,1,HBIN_1,SBIN_PASS,"-51.90,-77.45"
d821,1,HBIN_1,SBIN_PASS,"-51.90,-73.15"
d822,1,HBIN_1,SBIN_PASS,"-51.90,-68.85"
d823,1,HBIN_1,SBIN_PASS,"-51.90,-64.55"
d824,1,HBIN_1,SBIN_PASS,"-51.90,-60.25"
d825,1,HBIN_1,SBIN_PASS,"-51.90,-55.95"
d826,1,HBIN_1,SBIN_PASS,"-51.90,-51.65"
d827,1,HBIN_1,SBIN_PASS,"-51.90,-47.35"
d828,1,HBIN_1,SBIN_PASS,"-51.90,-43.05"
d829,1,HBIN_1,SBIN_PASS,"-51.90,-38.75"
d830,1,HBIN_1,SBIN_PASS,"-51.90,-34.45"
d831,1,HBIN_1,SBIN_PASS,"-51.90,-30.15"
d832,1,HBIN_1,SBIN_PASS,"-51.90,-25.85"
d833,1,HBIN_1,SBIN_PASS,"-51.90,-21.55"
d834,1,HBIN_1,SBIN_PASS,"-51.90,-17.25"
d835,0,HBIN_3,SBIN_PWR_ERR,"-51.90,-12.95"
d836,1,HBIN_1,SBIN_PASS,"-51.90,-8.65"
d837,1,HBIN_1,SBIN_PASS,"-51.90,-4.35"
d838,1,HBIN_1,SBIN_PASS,"-51.90,-0.05"
d839,1,HBIN_1,SBIN_PASS,"-51.90,4.25"
d840,1,HBIN_1,SBIN_PASS,"-51.90,8.55"
d841,1,HBIN_1,SBIN_PASS,"-51.90,12.85"
d842,1,HBIN_1,SBIN_PASS,"-51.90,17.15"
d843,1,HBIN_1,SBIN_PASS,"-51.90,21.45"
d844,1,HBIN_1,SBIN_PASS,"-51.90,25.75"
d845,1,HBIN_1,SBIN_PASS,"-51.90,30.05"
d846,0,HBIN_2,SBIN_PROBE_WEAR,"-51.90,34.35"
d847,1,HBIN_1,SBIN_PASS,"-51.90,38.65"
d848,1,HBIN_1,SBIN_PASS,"-51.90,42.95"
d849,1,HBIN_1,SBIN_PASS,"-51.90,47.25"
d850,1,HBIN_1,SBIN_PASS,"-51.90,51.55"
d851,1,HBIN_1,SBIN_PASS,"-51.90,55.85"
d852,1,HBIN_1,SBIN_PASS,"-51.90,60.15"
d853,1,HBIN_1,SBIN_PASS,"-51.90,64.45"
d854,1,HBIN_1,SBIN_PASS,"-51.90,68.75"
d855,1,HBIN_1,SBIN_PASS,"-51.90,73.05"
d856,1,HBIN_1,SBIN_PASS,"-51.90,77.35"
d857,1,HBIN_1,SBIN_PASS,"-51.90,81.65"
d858,1,HBIN_1,SBIN_PASS,"-51.90,85.95"
d859,1,HBIN_1,SBIN_PASS,"-51.90,90.25"
d860,1,HBIN_1,SBIN_PASS,"-51.90,94.55"
d861,0,HBIN_2,SBIN_OPEN_PAD,"-51.90,98.85"
d862,1,HBIN_1,SBIN_PASS,"-51.90,103.15"
d863,0,HBIN_3,SBIN_LOGIC_ERR,"-51.90,107.45"
d864,1,HBIN_1,SBIN_PASS,"-51.90,111.75"
d865,0,HBIN_3,SBIN_LOGIC_ERR,"-51.90,116.05"
d866,0,HBIN_3,SBIN_PWR_ERR,"-51.90,120.35"
d867,0,HBIN_3,SBIN_PWR_ERR,"-51.90,124.65"
d868,0,HBIN_3,SBIN_PWR_ERR,"-51.90,128.95"
d869,0,HBIN_2,SBIN_CONT_GND,"-51.90,133.25"
d870,0,HBIN_3,SBIN_LOGIC_ERR,"-46.90,-133.35"
d871,0,HBIN_3,SBIN_TIMING_ERR,"-46.90,-129.05"
d872,1,HBIN_1,SBIN_PASS,"-46.90,-124.75"
d873,0,HBIN_3,SBIN_PWR_ERR,"-46.90,-120.45"
d874,0,HBIN_2,SBIN_OPEN_PAD,"-46.90,-116.15"
d875,0,HBIN_3,SBIN_PWR_ERR,"-46.90,-111.85"
d876,0,HBIN_2,SBIN_OPEN_PAD,"-46.90,-107.55"
d877,0,HBIN_2,SBIN_PROBE_WEAR,"-46.90,-103.25"
d878,1,HBIN_1,SBIN_PASS,"-46.90,-98.95"
d879,1,HBIN_1,SBIN_PASS,"-46.90,-94.65"
d880,1,HBIN_1,SBIN_PASS,"-46.90,-90.35"
d881,1,HBIN_1,SBIN_PASS,"-46.90,-86.05"
d882,1,HBIN_1,SBIN_PASS,"-46.90,-81.75"
d883,1,HBIN_1,SBIN_PASS,"-46.90,-77.45"
d884,1,HBIN_1,SBIN_PASS,"-46.90,-73.15"
d885,1,HBIN_1,SBIN_PASS,"-46.90,-68.85"
d886,1,HBIN_1,SBIN_PASS,"-46.90,-64.55"
d887,1,HBIN_1,SBIN_PASS,"-46.90,-60.25"
d888,0,HBIN_2,SBIN_OPEN_PAD,"-46.90,-55.95"
d889,1,HBIN_1,SBIN_PASS,"-46.90,-51.65"
d890,1,HBIN_1,SBIN_PASS,"-46.90,-47.35"
d891,1,HBIN_1,SBIN_PASS,"-46.90,-43.05"
d892,1,HBIN_1,SBIN_PASS,"-46.90,-38.75"
d893,1,HBIN_1,SBIN_PASS,"-46.90,-34.45"
d894,1,HBIN_1,SBIN_PASS,"-46.90,-30.15"
d895,1,HBIN_1,SBIN_PASS,"-46.90,-25.85"
d896,1,HBIN_1,SBIN_PASS,"-46.90,-21.55"
d897,1,HBIN_1,SBIN_PASS,"-46.90,-17.25"
d898,1,HBIN_1,SBIN_PASS,"-46.90,-12.95"
d899,0,HBIN_2,SBIN_OPEN_PAD,"-46.90,-8.65"
d900,1,HBIN_1,SBIN_PASS,"-46.90,-4.35"
d901,1,HBIN_1,SBIN_PASS,"-46.90,-0.05"
d902,1,HBIN_1,SBIN_PASS,"-46.90,4.25"
d903,1,HBIN_1,SBIN_PASS,"-46.90,8.55"
d904,1,HBIN_1,SBIN_PASS,"-46.90,12.85"
d905,1,HBIN_1,SBIN_PASS,"-46.90,17.15"
d906,1,HBIN_1,SBIN_PASS,"-46.90,21.45"
d907,1,HBIN_1,SBIN_PASS,"-46.90,25.75"
d908,1,HBIN_1,SBIN_PASS,"-46.90,30.05"
d909,1,HBIN_1,SBIN_PASS,"-46.90,34.35"
d910,1,HBIN_1,SBIN_PASS,"-46.90,38.65"
d911,0,HBIN_3,SBIN_TIMING_ERR,"-46.90,42.95"
d912,1,HBIN_1,SBIN_PASS,"-46.90,47.25"
d913,1,HBIN_1,SBIN_PASS,"-46.90,51.55"
d914,0,HBIN_2,SBIN_CONT_GND,"-46.90,55.85"
d915,0,HBIN_3,SBIN_TIMING_ERR,"-46.90,60.15"
d916,1,HBIN_1,SBIN_PASS,"-46.90,64.45"
d917,1,HBIN_1,SBIN_PASS,"-46.90,68.75"
d918,1,HBIN_1,SBIN_PASS,"-46.90,73.05"
d919,1,HBIN_1,SBIN_PASS,"-46.90,77.35"
d920,1,HBIN_1,SBIN_PASS,"-46.90,81.65"
d921,1,HBIN_1,SBIN_PASS,"-46.90,85.95"
d922,1,HBIN_1,SBIN_PASS,"-46.90,90.25"
d923,1,HBIN_1,SBIN_PASS,"-46.90,94.55"
d924,1,HBIN_1,SBIN_PASS,"-46.90,98.85"
d925,0,HBIN_3,SBIN_LOGIC_ERR,"-46.90,103.15"
d926,1,HBIN_1,SBIN_PASS,"-46.90,107.45"
d927,1,HBIN_1,SBIN_PASS,"-46.90,111.75"
d928,0,HBIN_2,SBIN_CONT_GND,"-46.90,116.05"
d929,1,HBIN_1,SBIN_PASS,"-46.90,120.35"
d930,0,HBIN_4,SBIN_VTH_DRIFT,"-46.90,124.65"
d931,0,HBIN_3,SBIN_PWR_ERR,"-46.90,128.95"
d932,0,HBIN_3,SBIN_LOGIC_ERR,"-46.90,133.25"
d933,0,HBIN_3,SBIN_PWR_ERR,"-41.90,-137.65"
d934,0,HBIN_2,SBIN_PROBE_WEAR,"-41.90,-133.35"
d935,0,HBIN_4,SBIN_GAIN_LOW,"-41.90,-129.05"
d936,0,HBIN_2,SBIN_OPEN_PAD,"-41.90,-124.75"
d937,0,HBIN_4,SBIN_VTH_DRIFT,"-41.90,-120.45"
d938,1,HBIN_1,SBIN_PASS,"-41.90,-116.15"
d939,1,HBIN_1,SBIN_PASS,"-41.90,-111.85"
d940,0,HBIN_2,SBIN_CONT_GND,"-41.90,-107.55"
d941,1,HBIN_1,SBIN_PASS,"-41.90,-103.25"
d942,1,HBIN_1,SBIN_PASS,"-41.90,-98.95"
d943,0,HBIN_2,SBIN_PROBE_WEAR,"-41.90,-94.65"
d944,1,HBIN_1,SBIN_PASS,"-41.90,-90.35"
d945,1,HBIN_1,SBIN_PASS,"-41.90,-86.05"
d946,1,HBIN_1,SBIN_PASS,"-41.90,-81.75"
d947,1,HBIN_1,SBIN_PASS,"-41.90,-77.45"
d948,0,HBIN_3,SBIN_PWR_ERR,"-41.90,-73.15"
d949,1,HBIN_1,SBIN_PASS,"-41.90,-68.85"
d950,1,HBIN_1,SBIN_PASS,"-41.90,-64.55"
d951,1,HBIN_1,SBIN_PASS,"-41.90,-60.25"
d952,1,HBIN_1,SBIN_PASS,"-41.90,-55.95"
d953,1,HBIN_1,SBIN_PASS,"-41.90,-51.65"
d954,1,HBIN_1,SBIN_PASS,"-41.90,-47.35"
d955,1,HBIN_1,SBIN_PASS,"-41.90,-43.05"
d956,1,HBIN_1,SBIN_PASS,"-41.90,-38.75"
d957,1,HBIN_1,SBIN_PASS,"-41.90,-34.45"
d958,1,HBIN_1,SBIN_PASS,"-41.90,-30.15"
d959,1,HBIN_1,SBIN_PASS,"-41.90,-25.85"
d960,1,HBIN_1,SBIN_PASS,"-41.90,-21.55"
d961,1,HBIN_1,SBIN_PASS,"-41.90,-17.25"
d962,1,HBIN_1,SBIN_PASS,"-41.90,-12.95"
d963,1,HBIN_1,SBIN_PASS,"-41.90,-8.65"
d964,1,HBIN_1,SBIN_PASS,"-41.90,-4.35"
d965,1,HBIN_1,SBIN_PASS,"-41.90,-0.05"
d966,1,HBIN_1,SBIN_PASS,"-41.90,4.25"
d967,1,HBIN_1,SBIN_PASS,"-41.90,8.55"
d968,1,HBIN_1,SBIN_PASS,"-41.90,12.85"
d969,1,HBIN_1,SBIN_PASS,"-41.90,17.15"
d970,1,HBIN_1,SBIN_PASS,"-41.90,21.45"
d971,1,HBIN_1,SBIN_PASS,"-41.90,25.75"
d972,0,HBIN_4,SBIN_IDDQ_HIGH,"-41.90,30.05"
d973,1,HBIN_1,SBIN_PASS,"-41.90,34.35"
d974,1,HBIN_1,SBIN_PASS,"-41.90,38.65"
d975,1,HBIN_1,SBIN_PASS,"-41.90,42.95"
d976,1,HBIN_1,SBIN_PASS,"-41.90,47.25"
d977,1,HBIN_1,SBIN_PASS,"-41.90,51.55"
d978,1,HBIN_1,SBIN_PASS,"-41.90,55.85"
d979,1,HBIN_1,SBIN_PASS,"-41.90,60.15"
d980,1,HBIN_1,SBIN_PASS,"-41.90,64.45"
d981,1,HBIN_1,SBIN_PASS,"-41.90,68.75"
d982,1,HBIN_1,SBIN_PASS,"-41.90,73.05"
d983,1,HBIN_1,SBIN_PASS,"-41.90,77.35"
d984,1,HBIN_1,SBIN_PASS,"-41.90,81.65"
d985,1,HBIN_1,SBIN_PASS,"-41.90,85.95"
d986,1,HBIN_1,SBIN_PASS,"-41.90,90.25"
d987,1,HBIN_1,SBIN_PASS,"-41.90,94.55"
d988,1,HBIN_1,SBIN_PASS,"-41.90,98.85"
d989,1,HBIN_1,SBIN_PASS,"-41.90,103.15"
d990,0,HBIN_2,SBIN_PROBE_WEAR,"-41.90,107.45"
d991,0,HBIN_4,SBIN_VTH_DRIFT,"-41.90,111.75"
d992,1,HBIN_1,SBIN_PASS,"-41.90,116.05"
d993,1,HBIN_1,SBIN_PASS,"-41.90,120.35"
d994,0,HBIN_4,SBIN_IDDQ_HIGH,"-41.90,124.65"
d995,1,HBIN_1,SBIN_PASS,"-41.90,128.95"
d996,1,HBIN_1,SBIN_PASS,"-41.90,133.25"
d997,1,HBIN_1,SBIN_PASS,"-41.90,137.55"
d998,0,HBIN_2,SBIN_PROBE_WEAR,"-36.90,-137.65"
d999,0,HBIN_2,SBIN_OPEN_PAD,"-36.90,-133.35"
d1000,0,HBIN_2,SBIN_CONT_GND,"-36.90,-129.05"
d1001,0,HBIN_4,SBIN_IDDQ_HIGH,"-36.90,-124.75"
d1002,0,HBIN_3,SBIN_TIMING_ERR,"-36.90,-120.45"
d1003,1,HBIN_1,SBIN_PASS,"-36.90,-116.15"
d1004,1,HBIN_1,SBIN_PASS,"-36.90,-111.85"
d1005,1,HBIN_1,SBIN_PASS,"-36.90,-107.55"
d1006,0,HBIN_4,SBIN_VTH_DRIFT,"-36.90,-103.25"
d1007,1,HBIN_1,SBIN_PASS,"-36.90,-98.95"
d1008,0,HBIN_3,SBIN_LOGIC_ERR,"-36.90,-94.65"
d1009,1,HBIN_1,SBIN_PASS,"-36.90,-90.35"
d1010,1,HBIN_1,SBIN_PASS,"-36.90,-86.05"
d1011,0,HBIN_2,SBIN_PROBE_WEAR,"-36.90,-81.75"
d1012,1,HBIN_1,SBIN_PASS,"-36.90,-77.45"
d1013,1,HBIN_1,SBIN_PASS,"-36.90,-73.15"
d1014,1,HBIN_1,SBIN_PASS,"-36.90,-68.85"
d1015,1,HBIN_1,SBIN_PASS,"-36.90,-64.55"
d1016,1,HBIN_1,SBIN_PASS,"-36.90,-60.25"
d1017,1,HBIN_1,SBIN_PASS,"-36.90,-55.95"
d1018,1,HBIN_1,SBIN_PASS,"-36.90,-51.65"
d1019,1,HBIN_1,SBIN_PASS,"-36.90,-47.35"
d1020,1,HBIN_1,SBIN_PASS,"-36.90,-43.05"
d1021,1,HBIN_1,SBIN_PASS,"-36.90,-38.75"
d1022,1,HBIN_1,SBIN_PASS,"-36.90,-34.45"
d1023,1,HBIN_1,SBIN_PASS,"-36.90,-30.15"
d1024,1,HBIN_1,SBIN_PASS,"-36.90,-25.85"
d1025,1,HBIN_1,SBIN_PASS,"-36.90,-21.55"
d1026,1,HBIN_1,SBIN_PASS,"-36.90,-17.25"
d1027,1,HBIN_1,SBIN_PASS,"-36.90,-12.95"
d1028,1,HBIN_1,SBIN_PASS,"-36.90,-8.65"
d1029,1,HBIN_1,SBIN_PASS,"-36.90,-4.35"
d1030,1,HBIN_1,SBIN_PASS,"-36.90,-0.05"
d1031,1,HBIN_1,SBIN_PASS,"-36.90,4.25"
d1032,1,HBIN_1,SBIN_PASS,"-36.90,8.55"
d1033,1,HBIN_1,SBIN_PASS,"-36.90,12.85"
d1034,1,HBIN_1,SBIN_PASS,"-36.90,17.15"
d1035,1,HBIN_1,SBIN_PASS,"-36.90,21.45"
d1036,1,HBIN_1,SBIN_PASS,"-36.90,25.75"
d1037,1,HBIN_1,SBIN_PASS,"-36.90,30.05"
d1038,1,HBIN_1,SBIN_PASS,"-36.90,34.35"
d1039,1,HBIN_1,SBIN_PASS,"-36.90,38.65"
d1040,1,HBIN_1,SBIN_PASS,"-36.90,42.95"
d1041,0,HBIN_2,SBIN_OPEN_PAD,"-36.90,47.25"
d1042,1,HBIN_1,SBIN_PASS,"-36.90,51.55"
d1043,1,HBIN_1,SBIN_PASS,"-36.90,55.85"
d1044,1,HBIN_1,SBIN_PASS,"-36.90,60.15"
d1045,1,HBIN_1,SBIN_PASS,"-36.90,64.45"
d1046,1,HBIN_1,SBIN_PASS,"-36.90,68.75"
d1047,0,HBIN_4,SBIN_VTH_DRIFT,"-36.90,73.05"
d1048,1,HBIN_1,SBIN_PASS,"-36.90,77.35"
d1049,1,HBIN_1,SBIN_PASS,"-36.90,81.65"
d1050,1,HBIN_1,SBIN_PASS,"-36.90,85.95"
d1051,1,HBIN_1,SBIN_PASS,"-36.90,90.25"
d1052,1,HBIN_1,SBIN_PASS,"-36.90,94.55"
d1053,0,HBIN_2,SBIN_PROBE_WEAR,"-36.90,98.85"
d1054,1,HBIN_1,SBIN_PASS,"-36.90,103.15"
d1055,1,HBIN_1,SBIN_PASS,"-36.90,107.45"
d1056,1,HBIN_1,SBIN_PASS,"-36.90,111.75"
d1057,0,HBIN_2,SBIN_CONT_GND,"-36.90,116.05"
d1058,1,HBIN_1,SBIN_PASS,"-36.90,120.35"
d1059,1,HBIN_1,SBIN_PASS,"-36.90,124.65"
d1060,1,HBIN_1,SBIN_PASS,"-36.90,128.95"
d1061,1,HBIN_1,SBIN_PASS,"-36.90,133.25"
d1062,1,HBIN_1,SBIN_PASS,"-36.90,137.55"
d1063,0,HBIN_4,SBIN_VTH_DRIFT,"-31.90,-137.65"
d1064,0,HBIN_4,SBIN_IDDQ_HIGH,"-31.90,-133.35"
d1065,0,HBIN_2,SBIN_OPEN_PAD,"-31.90,-129.05"
d1066,0,HBIN_2,SBIN_PROBE_WEAR,"-31.90,-124.75"
d1067,1,HBIN_1,SBIN_PASS,"-31.90,-120.45"
d1068,1,HBIN_1,SBIN_PASS,"-31.90,-116.15"
d1069,1,HBIN_1,SBIN_PASS,"-31.90,-111.85"
d1070,1,HBIN_1,SBIN_PASS,"-31.90,-107.55"
d1071,0,HBIN_2,SBIN_PROBE_WEAR,"-31.90,-103.25"
d1072,1,HBIN_1,SBIN_PASS,"-31.90,-98.95"
d1073,1,HBIN_1,SBIN_PASS,"-31.90,-94.65"
d1074,1,HBIN_1,SBIN_PASS,"-31.90,-90.35"
d1075,0,HBIN_2,SBIN_CONT_GND,"-31.90,-86.05"
d1076,1,HBIN_1,SBIN_PASS,"-31.90,-81.75"
d1077,1,HBIN_1,SBIN_PASS,"-31.90,-77.45"
d1078,1,HBIN_1,SBIN_PASS,"-31.90,-73.15"
d1079,1,HBIN_1,SBIN_PASS,"-31.90,-68.85"
d1080,1,HBIN_1,SBIN_PASS,"-31.90,-64.55"
d1081,1,HBIN_1,SBIN_PASS,"-31.90,-60.25"
d1082,0,HBIN_2,SBIN_OPEN_PAD,"-31.90,-55.95"
d1083,1,HBIN_1,SBIN_PASS,"-31.90,-51.65"
d1084,1,HBIN_1,SBIN_PASS,"-31.90,-47.35"
d1085,1,HBIN_1,SBIN_PASS,"-31.90,-43.05"
d1086,1,HBIN_1,SBIN_PASS,"-31.90,-38.75"
d1087,1,HBIN_1,SBIN_PASS,"-31.90,-34.45"
d1088,1,HBIN_1,SBIN_PASS,"-31.90,-30.15"
d1089,1,HBIN_1,SBIN_PASS,"-31.90,-25.85"
d1090,1,HBIN_1,SBIN_PASS,"-31.90,-21.55"
d1091,1,HBIN_1,SBIN_PASS,"-31.90,-17.25"
d1092,1,HBIN_1,SBIN_PASS,"-31.90,-12.95"
d1093,1,HBIN_1,SBIN_PASS,"-31.90,-8.65"
d1094,1,HBIN_1,SBIN_PASS,"-31.90,-4.35"
d1095,1,HBIN_1,SBIN_PASS,"-31.90,-0.05"
d1096,1,HBIN_1,SBIN_PASS,"-31.90,4.25"
d1097,1,HBIN_1,SBIN_PASS,"-31.90,8.55"
d1098,1,HBIN_1,SBIN_PASS,"-31.90,12.85"
d1099,1,HBIN_1,SBIN_PASS,"-31.90,17.15"
d1100,1,HBIN_1,SBIN_PASS,"-31.90,21.45"
d1101,1,HBIN_1,SBIN_PASS,"-31.90,25.75"
d1102,1,HBIN_1,SBIN_PASS,"-31.90,30.05"
d1103,1,HBIN_1,SBIN_PASS,"-31.90,34.35"
d1104,1,HBIN_1,SBIN_PASS,"-31.90,38.65"
d1105,1,HBIN_1,SBIN_PASS,"-31.90,42.95"
d1106,1,HBIN_1,SBIN_PASS,"-31.90,47.25"
d1107,1,HBIN_1,SBIN_PASS,"-31.90,51.55"
d1108,1,HBIN_1,SBIN_PASS,"-31.90,55.85"
d1109,1,HBIN_1,SBIN_PASS,"-31.90,60.15"
d1110,1,HBIN_1,SBIN_PASS,"-31.90,64.45"
d1111,1,HBIN_1,SBIN_PASS,"-31.90,68.75"
d1112,0,HBIN_4,SBIN_VTH_DRIFT,"-31.90,73.05"
d1113,1,HBIN_1,SBIN_PASS,"-31.90,77.35"
d1114,1,HBIN_1,SBIN_PASS,"-31.90,81.65"
d1115,1,HBIN_1,SBIN_PASS,"-31.90,85.95"
d1116,1,HBIN_1,SBIN_PASS,"-31.90,90.25"
d1117,1,HBIN_1,SBIN_PASS,"-31.90,94.55"
d1118,0,HBIN_2,SBIN_CONT_GND,"-31.90,98.85"
d1119,0,HBIN_3,SBIN_PWR_ERR,"-31.90,103.15"
d1120,0,HBIN_4,SBIN_GAIN_LOW,"-31.90,107.45"
d1121,0,HBIN_4,SBIN_IDDQ_HIGH,"-31.90,111.75"
d1122,1,HBIN_1,SBIN_PASS,"-31.90,116.05"
d1123,1,HBIN_1,SBIN_PASS,"-31.90,120.35"
d1124,1,HBIN_1,SBIN_PASS,"-31.90,124.65"
d1125,1,HBIN_1,SBIN_PASS,"-31.90,128.95"
d1126,0,HBIN_2,SBIN_CONT_GND,"-31.90,133.25"
d1127,0,HBIN_2,SBIN_CONT_GND,"-31.90,137.55"
d1128,0,HBIN_2,SBIN_CONT_GND,"-26.90,-141.95"
d1129,0,HBIN_4,SBIN_IDDQ_HIGH,"-26.90,-137.65"
d1130,0,HBIN_3,SBIN_TIMING_ERR,"-26.90,-133.35"
d1131,1,HBIN_1,SBIN_PASS,"-26.90,-129.05"
d1132,0,HBIN_3,SBIN_TIMING_ERR,"-26.90,-124.75"
d1133,1,HBIN_1,SBIN_PASS,"-26.90,-120.45"
d1134,0,HBIN_4,SBIN_IDDQ_HIGH,"-26.90,-116.15"
d1135,1,HBIN_1,SBIN_PASS,"-26.90,-111.85"
d1136,1,HBIN_1,SBIN_PASS,"-26.90,-107.55"
d1137,1,HBIN_1,SBIN_PASS,"-26.90,-103.25"
d1138,0,HBIN_4,SBIN_IDDQ_HIGH,"-26.90,-98.95"
d1139,1,HBIN_1,SBIN_PASS,"-26.90,-94.65"
d1140,1,HBIN_1,SBIN_PASS,"-26.90,-90.35"
d1141,1,HBIN_1,SBIN_PASS,"-26.90,-86.05"
d1142,1,HBIN_1,SBIN_PASS,"-26.90,-81.75"
d1143,1,HBIN_1,SBIN_PASS,"-26.90,-77.45"
d1144,1,HBIN_1,SBIN_PASS,"-26.90,-73.15"
d1145,1,HBIN_1,SBIN_PASS,"-26.90,-68.85"
d1146,0,HBIN_4,SBIN_GAIN_LOW,"-26.90,-64.55"
d1147,1,HBIN_1,SBIN_PASS,"-26.90,-60.25"
d1148,1,HBIN_1,SBIN_PASS,"-26.90,-55.95"
d1149,1,HBIN_1,SBIN_PASS,"-26.90,-51.65"
d1150,1,HBIN_1,SBIN_PASS,"-26.90,-47.35"
d1151,0,HBIN_3,SBIN_LOGIC_ERR,"-26.90,-43.05"
d1152,1,HBIN_1,SBIN_PASS,"-26.90,-38.75"
d1153,1,HBIN_1,SBIN_PASS,"-26.90,-34.45"
d1154,1,HBIN_1,SBIN_PASS,"-26.90,-30.15"
d1155,1,HBIN_1,SBIN_PASS,"-26.90,-25.85"
d1156,1,HBIN_1,SBIN_PASS,"-26.90,-21.55"
d1157,1,HBIN_1,SBIN_PASS,"-26.90,-17.25"
d1158,1,HBIN_1,SBIN_PASS,"-26.90,-12.95"
d1159,1,HBIN_1,SBIN_PASS,"-26.90,-8.65"
d1160,1,HBIN_1,SBIN_PASS,"-26.90,-4.35"
d1161,1,HBIN_1,SBIN_PASS,"-26.90,-0.05"
d1162,1,HBIN_1,SBIN_PASS,"-26.90,4.25"
d1163,1,HBIN_1,SBIN_PASS,"-26.90,8.55"
d1164,1,HBIN_1,SBIN_PASS,"-26.90,12.85"
d1165,1,HBIN_1,SBIN_PASS,"-26.90,17.15"
d1166,1,HBIN_1,SBIN_PASS,"-26.90,21.45"
d1167,1,HBIN_1,SBIN_PASS,"-26.90,25.75"
d1168,1,HBIN_1,SBIN_PASS,"-26.90,30.05"
d1169,1,HBIN_1,SBIN_PASS,"-26.90,34.35"
d1170,1,HBIN_1,SBIN_PASS,"-26.90,38.65"
d1171,1,HBIN_1,SBIN_PASS,"-26.90,42.95"
d1172,1,HBIN_1,SBIN_PASS,"-26.90,47.25"
d1173,1,HBIN_1,SBIN_PASS,"-26.90,51.55"
d1174,1,HBIN_1,SBIN_PASS,"-26.90,55.85"
d1175,1,HBIN_1,SBIN_PASS,"-26.90,60.15"
d1176,1,HBIN_1,SBIN_PASS,"-26.90,64.45"
d1177,1,HBIN_1,SBIN_PASS,"-26.90,68.75"
d1178,1,HBIN_1,SBIN_PASS,"-26.90,73.05"
d1179,1,HBIN_1,SBIN_PASS,"-26.90,77.35"
d1180,1,HBIN_1,SBIN_PASS,"-26.90,81.65"
d1181,1,HBIN_1,SBIN_PASS,"-26.90,85.95"
d1182,0,HBIN_2,SBIN_OPEN_PAD,"-26.90,90.25"
d1183,1,HBIN_1,SBIN_PASS,"-26.90,94.55"
d1184,0,HBIN_3,SBIN_LOGIC_ERR,"-26.90,98.85"
d1185,1,HBIN_1,SBIN_PASS,"-26.90,103.15"
d1186,1,HBIN_1,SBIN_PASS,"-26.90,107.45"
d1187,0,HBIN_3,SBIN_PWR_ERR,"-26.90,111.75"
d1188,1,HBIN_1,SBIN_PASS,"-26.90,116.05"
d1189,0,HBIN_3,SBIN_TIMING_ERR,"-26.90,120.35"
d1190,1,HBIN_1,SBIN_PASS,"-26.90,124.65"
d1191,1,HBIN_1,SBIN_PASS,"-26.90,128.95"
d1192,1,HBIN_1,SBIN_PASS,"-26.90,133.25"
d1193,0,HBIN_3,SBIN_PWR_ERR,"-26.90,137.55"
d1194,0,HBIN_2,SBIN_CONT_GND,"-26.90,141.85"
d1195,0,HBIN_2,SBIN_OPEN_PAD,"-21.90,-141.95"
d1196,0,HBIN_2,SBIN_PROBE_WEAR,"-21.90,-137.65"
d1197,0,HBIN_2,SBIN_PROBE_WEAR,"-21.90,-133.35"
d1198,1,HBIN_1,SBIN_PASS,"-21.90,-129.05"
d1199,1,HBIN_1,SBIN_PASS,"-21.90,-124.75"
d1200,1,HBIN_1,SBIN_PASS,"-21.90,-120.45"
d1201,0,HBIN_3,SBIN_PWR_ERR,"-21.90,-116.15"
d1202,0,HBIN_2,SBIN_CONT_GND,"-21.90,-111.85"
d1203,1,HBIN_1,SBIN_PASS,"-21.90,-107.55"
d1204,0,HBIN_4,SBIN_GAIN_LOW,"-21.90,-103.25"
d1205,0,HBIN_4,SBIN_IDDQ_HIGH,"-21.90,-98.95"
d1206,1,HBIN_1,SBIN_PASS,"-21.90,-94.65"
d1207,1,HBIN_1,SBIN_PASS,"-21.90,-90.35"
d1208,1,HBIN_1,SBIN_PASS,"-21.90,-86.05"
d1209,1,HBIN_1,SBIN_PASS,"-21.90,-81.75"
d1210,1,HBIN_1,SBIN_PASS,"-21.90,-77.45"
d1211,1,HBIN_1,SBIN_PASS,"-21.90,-73.15"
d1212,1,HBIN_1,SBIN_PASS,"-21.90,-68.85"
d1213,1,HBIN_1,SBIN_PASS,"-21.90,-64.55"
d1214,1,HBIN_1,SBIN_PASS,"-21.90,-60.25"
d1215,1,HBIN_1,SBIN_PASS,"-21.90,-55.95"
d1216,1,HBIN_1,SBIN_PASS,"-21.90,-51.65"
d1217,0,HBIN_2,SBIN_OPEN_PAD,"-21.90,-47.35"
d1218,1,HBIN_1,SBIN_PASS,"-21.90,-43.05"
